panel,wave_id,week,date_start,date_end,panel_details,part_n,contacts_n,mean_cnt_all,iqr_25_cnt_all,iqr75_cnt_all,max_cnt_all,hh_size,settings,data_filter,filter_type,filter_region,nboots,regions
"Panel E,Panel EC","E 1,EC 1",20,2020-08-09,2020-08-18,"trim_50,rm_non_contacts,rm_suspected_multiple_contacts",3798,17410,4.5839915745129,1,5,50,4.10268562401264,20,eec_trim_50_rm_non_contacts_rm_suspected_multiple_contacts_boots_0,wave_IDS,,boots_0,"South West, East Midlands, Yorkshire and The Humber, East of England, Scotland, West Midlands, North West, South East, Northern Ireland, Wales, North East, Greater London"
